time,duration,note
0.6395537414966874,0.0928798185941559,40.30149021065226
0.8034766439909653,0.2786394557823541,45.29977232623357
1.2412544217687618,0.3424943310657227,45.26933005376356
1.7265832199547084,0.2380045351474109,45.29641608696492
1.964769160997779,0.1857596371881982,40.14192084333273
0.3361750566894042,0.2496145124716804,50.06889900875439
0.5866965986394952,0.1683446712017939,45.06541456952366
0.3289641723356471,0.2031746031746024,53.86725267725284
0.7898031746033229,0.2960544217687584,55.07758050166005
1.2455854875283912,0.3250793650793184,55.08225281020992
1.7258575963719558,0.2438095238095456,55.08066596079556
1.9792362811792863,0.1625396825396592,50.0983614524427
0.33037006802726765,0.2960544217687584,60.15070984309568
0.7847238095239444,0.3018594104308931,61.13402233302551
1.2440888888889994,0.3018594104308931,61.15343008376727
1.7258122448980675,0.2321995464852762,61.14829891990445
0.32751292517014363,0.2380045351474109,64.0304370585441
1.2455401360545046,0.3424943310657227,64.07226982699845
1.722909750566945,0.3018594104308931,64.06747759800648
